Month,Day,Year,Age,Wing,Weight,Culmen,Hallux,Tail,StandardTail,KeelFat,Crop,Species
Sep,Week4,Year-1995,I,400->500,1000->1500,20->30,0->50,250->300,150->200,2->3,0->1,RT
Sep,Week4,Year-1995,I,200->300,0->500,10->20,0->50,150->200,150->200,2->3,0->1,SS
Sep,Week4,Year-1995,I,200->300,0->500,10->20,0->50,150->200,150->200,2->3,0->1,SS
Sep,Week4,Year-1995,I,400->500,1000->1500,20->30,0->50,250->300,150->200,2->3,0->1,RT
Sep,Week4,Year-1995,I,300->400,500->1000,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week1,Year-1995,I,100->200,0->500,10->20,0->50,100->150,150->200,2->3,0->1,SS
Oct,Week1,Year-1995,I,400->500,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week1,Year-1995,I,300->400,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week1,Year-1995,I,200->300,500->1000,10->20,0->50,200->250,150->200,2->3,0->1,CH
Oct,Week1,Year-1995,I,300->400,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week1,Year-1995,I,300->400,500->1000,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week1,Year-1995,A,300->400,1000->1500,20->30,0->50,250->300,150->200,2->3,0->1,RT
Oct,Week1,Year-1995,A,300->400,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week1,Year-1995,I,200->300,500->1000,10->20,0->50,200->250,150->200,2->3,0->1,CH
Oct,Week1,Year-1995,I,400->500,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week1,Year-1995,I,300->400,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week1,Year-1995,I,300->400,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week1,Year-1995,I,400->500,1000->1500,30->40,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week1,Year-1995,I,300->400,500->1000,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week2,Year-1995,I,300->400,500->1000,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week2,Year-1995,I,400->500,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week2,Year-1995,I,300->400,500->1000,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week2,Year-1995,I,400->500,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week2,Year-1995,I,200->300,0->500,10->20,0->50,200->250,150->200,2->3,0->1,CH
Oct,Week2,Year-1995,A,300->400,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week2,Year-1995,I,300->400,500->1000,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week2,Year-1995,I,400->500,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week2,Year-1995,I,200->300,0->500,10->20,0->50,100->150,150->200,2->3,0->1,SS
Oct,Week2,Year-1995,I,400->500,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week2,Year-1995,I,400->500,1000->1500,20->30,0->50,250->300,150->200,2->3,0->1,RT
Oct,Week2,Year-1995,A,300->400,500->1000,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week2,Year-1995,I,400->500,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week2,Year-1995,I,300->400,500->1000,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week2,Year-1995,I,400->500,1000->1500,20->30,0->50,250->300,150->200,2->3,0->1,RT
Oct,Week2,Year-1995,I,300->400,500->1000,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week2,Year-1995,I,300->400,500->1000,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week2,Year-1995,I,300->400,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week3,Year-1995,A,300->400,0->500,10->20,0->50,150->200,150->200,2->3,0->1,CH
Oct,Week3,Year-1995,I,400->500,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week3,Year-1995,I,400->500,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week3,Year-1995,I,300->400,1000->1500,20->30,50->100,200->250,150->200,2->3,0->1,RT
Oct,Week3,Year-1995,I,300->400,500->1000,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week3,Year-1995,A,100->200,0->500,0->10,0->50,100->150,150->200,2->3,0->1,SS
Oct,Week3,Year-1995,A,400->500,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week3,Year-1995,I,300->400,500->1000,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week3,Year-1995,I,400->500,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week3,Year-1995,I,300->400,500->1000,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week3,Year-1995,I,300->400,500->1000,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week3,Year-1995,I,300->400,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week3,Year-1995,A,400->500,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week4,Year-1995,I,200->300,0->500,10->20,0->50,150->200,150->200,2->3,0->1,SS
Oct,Week4,Year-1995,I,200->300,0->500,10->20,0->50,150->200,150->200,2->3,0->1,SS
Nov,Week1,Year-1995,A,300->400,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Nov,Week1,Year-1995,I,100->200,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Nov,Week3,Year-1995,I,300->400,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Nov,Week3,Year-1995,I,300->400,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week1,Year-1996,I,300->400,500->1000,30->40,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week2,Year-1996,I,300->400,1000->1500,20->30,0->50,250->300,150->200,2->3,0->1,RT
Oct,Week2,Year-1996,I,100->200,0->500,10->20,0->50,150->200,150->200,2->3,0->1,SS
Oct,Week2,Year-1996,A,300->400,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week2,Year-1996,I,300->400,500->1000,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week2,Year-1996,I,200->300,0->500,10->20,0->50,200->250,150->200,2->3,0->1,CH
Oct,Week3,Year-1996,A,200->300,0->500,10->20,0->50,150->200,150->200,2->3,0->1,CH
Oct,Week3,Year-1996,A,400->500,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week4,Year-1996,I,300->400,500->1000,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week4,Year-1996,A,400->500,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week4,Year-1996,I,300->400,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week4,Year-1996,A,400->500,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week4,Year-1996,A,300->400,500->1000,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week4,Year-1996,I,300->400,500->1000,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week5,Year-1996,I,400->500,1500->2000,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week5,Year-1996,I,300->400,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Nov,Week1,Year-1996,I,400->500,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Nov,Week1,Year-1996,I,200->300,0->500,10->20,0->50,200->250,150->200,2->3,0->1,CH
Sep,Week2,Year-1997,I,300->400,1000->1500,20->30,0->50,200->250,200->250,1->2,0->1,RT
Sep,Week2,Year-1997,I,100->200,0->500,10->20,0->50,150->200,150->200,2->3,0->1,SS
Sep,Week2,Year-1997,I,100->200,0->500,10->20,0->50,100->150,100->150,2->3,0->1,SS
Sep,Week2,Year-1997,I,300->400,500->1000,20->30,0->50,200->250,200->250,0->1,0->1,RT
Sep,Week2,Year-1997,I,100->200,0->500,0->10,0->50,100->150,100->150,2->3,0->1,SS
Sep,Week2,Year-1997,I,100->200,0->500,10->20,0->50,150->200,150->200,1->2,0->1,SS
Sep,Week2,Year-1997,I,100->200,0->500,10->20,0->50,150->200,150->200,2->3,0->1,SS
Sep,Week2,Year-1997,I,100->200,0->500,0->10,0->50,100->150,100->150,1->2,0->1,SS
Sep,Week3,Year-1997,I,100->200,0->500,10->20,0->50,100->150,100->150,1->2,0->1,SS
Sep,Week3,Year-1997,I,300->400,1000->1500,20->30,0->50,200->250,200->250,0->1,0->1,RT
Sep,Week3,Year-1997,I,200->300,0->500,10->20,0->50,200->250,200->250,0->1,0->1,CH
Sep,Week3,Year-1997,I,100->200,0->500,10->20,0->50,100->150,100->150,1->2,0->1,SS
Sep,Week3,Year-1997,I,100->200,0->500,10->20,0->50,150->200,150->200,2->3,0->1,SS
Sep,Week3,Year-1997,I,100->200,0->500,10->20,0->50,150->200,150->200,1->2,0->1,SS
Sep,Week3,Year-1997,I,100->200,0->500,10->20,0->50,100->150,100->150,1->2,0->1,SS
Sep,Week3,Year-1997,I,100->200,500->1000,20->30,0->50,100->150,150->200,1->2,0->1,SS
Sep,Week3,Year-1997,A,100->200,0->500,10->20,0->50,150->200,150->200,1->2,0->1,SS
Sep,Week3,Year-1997,I,300->400,1000->1500,20->30,0->50,200->250,200->250,0->1,0->1,RT
Sep,Week4,Year-1997,I,200->300,0->500,10->20,0->50,200->250,200->250,0->1,0->1,RT
Sep,Week4,Year-1997,I,100->200,0->500,10->20,0->50,150->200,200->250,1->2,0->1,CH
Sep,Week4,Year-1997,I,100->200,0->500,0->10,0->50,100->150,150->200,1->2,0->1,SS
Sep,Week4,Year-1997,I,200->300,500->1000,10->20,0->50,200->250,100->150,0->1,0->1,SS
Sep,Week4,Year-1997,A,300->400,1000->1500,20->30,0->50,200->250,200->250,1->2,1->2,CH
Sep,Week4,Year-1997,I,300->400,500->1000,20->30,0->50,200->250,200->250,0->1,0->1,RT
Sep,Week4,Year-1997,I,300->400,500->1000,20->30,0->50,200->250,200->250,1->2,0->1,RT
Sep,Week4,Year-1997,I,200->300,0->500,10->20,0->50,150->200,200->250,0->1,0->1,RT
Sep,Week4,Year-1997,I,300->400,500->1000,20->30,0->50,200->250,200->250,0->1,0->1,CH
Sep,Week4,Year-1997,I,200->300,0->500,10->20,0->50,200->250,150->200,0->1,0->1,SS
Sep,Week4,Year-1997,I,100->200,0->500,10->20,0->50,150->200,200->250,1->2,0->1,CH
Sep,Week4,Year-1997,I,100->200,0->500,0->10,0->50,100->150,150->200,1->2,0->1,SS
Sep,Week4,Year-1997,I,300->400,1000->1500,20->30,0->50,200->250,100->150,0->1,0->1,SS
Sep,Week4,Year-1997,I,300->400,500->1000,20->30,0->50,200->250,200->250,1->2,0->1,RT
Sep,Week5,Year-1997,A,300->400,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Sep,Week5,Year-1997,I,300->400,1000->1500,20->30,0->50,200->250,200->250,1->2,0->1,RT
Oct,Week1,Year-1997,I,300->400,500->1000,20->30,0->50,200->250,200->250,0->1,0->1,RT
Oct,Week1,Year-1997,I,400->500,1000->1500,20->30,0->50,200->250,250->300,0->1,0->1,RT
Oct,Week1,Year-1997,I,300->400,500->1000,20->30,0->50,200->250,200->250,1->2,0->1,RT
Oct,Week1,Year-1997,I,300->400,500->1000,20->30,0->50,200->250,200->250,1->2,0->1,RT
Oct,Week1,Year-1997,I,300->400,1000->1500,20->30,0->50,200->250,200->250,1->2,0->1,RT
Oct,Week1,Year-1997,I,300->400,1000->1500,20->30,0->50,200->250,200->250,1->2,0->1,RT
Oct,Week1,Year-1997,I,200->300,0->500,10->20,0->50,150->200,150->200,1->2,0->1,SS
Oct,Week1,Year-1997,I,100->200,0->500,10->20,0->50,150->200,150->200,0->1,0->1,SS
Oct,Week1,Year-1997,I,300->400,1000->1500,20->30,0->50,200->250,200->250,1->2,0->1,RT
Oct,Week2,Year-1997,I,300->400,1000->1500,30->40,0->50,200->250,200->250,0->1,0->1,RT
Oct,Week2,Year-1997,I,300->400,500->1000,20->30,0->50,200->250,200->250,1->2,0->1,RT
Oct,Week2,Year-1997,I,300->400,1000->1500,30->40,0->50,200->250,200->250,0->1,0->1,RT
Oct,Week2,Year-1997,I,300->400,500->1000,20->30,0->50,200->250,200->250,0->1,0->1,RT
Oct,Week2,Year-1997,I,300->400,1000->1500,30->40,0->50,200->250,250->300,1->2,0->1,RT
Oct,Week2,Year-1997,I,300->400,500->1000,20->30,0->50,200->250,200->250,0->1,0->1,RT
Oct,Week2,Year-1997,I,300->400,1000->1500,30->40,0->50,200->250,250->300,1->2,0->1,RT
Oct,Week2,Year-1997,I,300->400,1000->1500,20->30,0->50,200->250,200->250,2->3,0->1,RT
Oct,Week2,Year-1997,I,400->500,1000->1500,20->30,0->50,200->250,200->250,2->3,0->1,RT
Oct,Week2,Year-1997,A,100->200,0->500,10->20,0->50,150->200,150->200,2->3,0->1,SS
Oct,Week2,Year-1997,I,200->300,0->500,20->30,0->50,200->250,200->250,1->2,0->1,CH
Oct,Week2,Year-1997,I,300->400,1000->1500,20->30,0->50,200->250,200->250,2->3,0->1,RT
Oct,Week2,Year-1997,I,300->400,1000->1500,20->30,0->50,200->250,200->250,0->1,0->1,RT
Oct,Week3,Year-1997,A,300->400,1000->1500,30->40,0->50,200->250,250->300,0->1,0->1,RT
Oct,Week3,Year-1997,I,200->300,0->500,10->20,0->50,100->150,150->200,0->1,0->1,SS
Oct,Week3,Year-1997,A,200->300,0->500,20->30,0->50,150->200,150->200,1->2,0->1,CH
Oct,Week3,Year-1997,A,300->400,1000->1500,30->40,0->50,200->250,250->300,1->2,1->2,RT
Oct,Week3,Year-1997,I,100->200,0->500,10->20,0->50,150->200,150->200,2->3,0->1,SS
Oct,Week3,Year-1997,A,400->500,1000->1500,30->40,0->50,250->300,250->300,2->3,0->1,RT
Oct,Week3,Year-1997,I,400->500,1000->1500,20->30,0->50,250->300,250->300,0->1,0->1,RT
Oct,Week3,Year-1997,I,100->200,0->500,0->10,0->50,100->150,100->150,0->1,0->1,SS
Oct,Week3,Year-1997,I,300->400,500->1000,20->30,0->50,200->250,250->300,1->2,0->1,RT
Oct,Week4,Year-1997,A,300->400,1000->1500,20->30,0->50,200->250,200->250,1->2,0->1,RT
Oct,Week4,Year-1997,I,300->400,1000->1500,20->30,0->50,200->250,200->250,2->3,0->1,RT
Oct,Week5,Year-1997,I,300->400,500->1000,20->30,0->50,200->250,200->250,0->1,0->1,RT
Oct,Week5,Year-1997,I,100->200,0->500,0->10,0->50,100->150,100->150,1->2,0->1,SS
Nov,Week1,Year-1997,I,300->400,500->1000,20->30,0->50,200->250,200->250,1->2,0->1,RT
Nov,Week1,Year-1997,I,100->200,0->500,10->20,0->50,150->200,150->200,2->3,0->1,SS
Nov,Week1,Year-1997,I,200->300,0->500,10->20,0->50,150->200,150->200,1->2,0->1,CH
Nov,Week1,Year-1997,A,300->400,1000->1500,20->30,0->50,200->250,200->250,1->2,0->1,RT
Nov,Week1,Year-1997,I,300->400,500->1000,20->30,0->50,200->250,200->250,0->1,0->1,RT
Nov,Week1,Year-1997,I,200->300,0->500,10->20,0->50,150->200,150->200,2->3,0->1,SS
Nov,Week1,Year-1997,I,200->300,0->500,10->20,0->50,150->200,150->200,2->3,0->1,SS
Nov,Week2,Year-1997,I,300->400,1000->1500,20->30,0->50,200->250,200->250,2->3,0->1,RT
Nov,Week2,Year-1997,I,300->400,1000->1500,20->30,0->50,200->250,200->250,1->2,0->1,RT
Nov,Week3,Year-1997,I,300->400,1000->1500,20->30,0->50,200->250,200->250,0->1,0->1,RT
Nov,Week3,Year-1997,I,100->200,0->500,10->20,0->50,100->150,100->150,1->2,0->1,SS
Sep,Week3,Year-1998,I,300->400,500->1000,20->30,0->50,200->250,150->200,2->3,0->1,RT
Sep,Week3,Year-1998,I,400->500,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week1,Year-1998,I,400->500,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week2,Year-1998,A,200->300,0->500,10->20,0->50,100->150,150->200,2->3,0->1,SS
Oct,Week2,Year-1998,I,400->500,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week2,Year-1998,I,300->400,500->1000,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week2,Year-1998,A,100->200,0->500,10->20,0->50,100->150,150->200,2->3,0->1,SS
Oct,Week2,Year-1998,I,400->500,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week2,Year-1998,I,400->500,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week2,Year-1998,I,400->500,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week2,Year-1998,I,300->400,500->1000,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week2,Year-1998,I,300->400,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week2,Year-1998,I,400->500,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week2,Year-1998,A,200->300,0->500,10->20,0->50,150->200,150->200,2->3,0->1,CH
Oct,Week2,Year-1998,I,100->200,0->500,0->10,0->50,100->150,150->200,2->3,0->1,SS
Oct,Week3,Year-1998,A,200->300,0->500,10->20,0->50,150->200,150->200,2->3,0->1,SS
Oct,Week3,Year-1998,A,400->500,1000->1500,30->40,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week4,Year-1998,I,400->500,500->1000,20->30,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week4,Year-1998,A,400->500,1500->2000,30->40,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week4,Year-1998,I,400->500,500->1000,30->40,0->50,200->250,150->200,2->3,0->1,RT
Oct,Week5,Year-1998,I,200->300,500->1000,10->20,0->50,200->250,150->200,2->3,0->1,CH
Nov,Week1,Year-1998,A,300->400,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Nov,Week1,Year-1998,A,300->400,500->1000,20->30,0->50,200->250,150->200,2->3,0->1,RT
Nov,Week1,Year-1998,I,300->400,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Nov,Week1,Year-1998,A,100->200,0->500,10->20,0->50,100->150,150->200,2->3,0->1,SS
Nov,Week2,Year-1998,A,300->400,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Nov,Week2,Year-1998,A,300->400,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Nov,Week2,Year-1998,I,300->400,500->1000,20->30,0->50,200->250,150->200,2->3,0->1,RT
Nov,Week2,Year-1998,I,300->400,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Nov,Week2,Year-1998,A,400->500,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Nov,Week3,Year-1998,I,300->400,1000->1500,20->30,0->50,250->300,150->200,2->3,0->1,RT
Nov,Week3,Year-1998,I,300->400,1000->1500,20->30,0->50,200->250,150->200,2->3,0->1,RT
Nov,Week3,Year-1998,I,300->400,1000->1500,20->30,0->50,150->200,150->200,2->3,0->1,RT
Nov,Week3,Year-1998,I,200->300,0->500,10->20,0->50,150->200,150->200,2->3,0->1,SS
Sep,Week1,Year-1999,I,200->300,500->1000,20->30,0->50,200->250,200->250,2->3,0->1,RT
Sep,Week1,Year-1999,I,200->300,0->500,10->20,0->50,200->250,200->250,2->3,0->1,CH
Sep,Week2,Year-1999,I,100->200,0->500,10->20,0->50,100->150,100->150,3->4,1->2,SS
Sep,Week2,Year-1999,I,100->200,0->500,10->20,0->50,100->150,100->150,2->3,0->1,SS
Sep,Week2,Year-1999,I,300->400,500->1000,20->30,0->50,200->250,200->250,0->1,1->2,RT
Sep,Week3,Year-1999,I,100->200,0->500,0->10,0->50,100->150,100->150,2->3,1->2,SS
Sep,Week3,Year-1999,I,200->300,500->1000,10->20,0->50,150->200,150->200,2->3,0->1,SS
Sep,Week3,Year-1999,I,300->400,1000->1500,20->30,0->50,200->250,200->250,2->3,1->2,RT
Sep,Week3,Year-1999,I,100->200,0->500,0->10,0->50,100->150,100->150,3->4,3->4,SS
Sep,Week3,Year-1999,I,300->400,1000->1500,20->30,0->50,200->250,200->250,2->3,0->1,RT
Sep,Week3,Year-1999,A,200->300,0->500,10->20,0->50,150->200,150->200,2->3,1->2,CH
Sep,Week3,Year-1999,I,100->200,0->500,10->20,0->50,150->200,150->200,1->2,0->1,SS
Sep,Week3,Year-1999,I,300->400,500->1000,20->30,0->50,200->250,200->250,1->2,0->1,RT
Sep,Week4,Year-1999,I,300->400,500->1000,20->30,0->50,200->250,200->250,1->2,0->1,RT
Sep,Week4,Year-1999,I,300->400,1000->1500,20->30,0->50,200->250,200->250,1->2,1->2,RT
Sep,Week4,Year-1999,I,100->200,0->500,0->10,0->50,100->150,100->150,1->2,1->2,SS
Sep,Week4,Year-1999,I,300->400,1000->1500,20->30,0->50,200->250,200->250,1->2,1->2,RT
Sep,Week4,Year-1999,A,200->300,0->500,10->20,0->50,150->200,150->200,3->4,0->1,SS
Sep,Week4,Year-1999,I,100->200,0->500,0->10,0->50,100->150,100->150,2->3,1->2,SS
Sep,Week4,Year-1999,I,300->400,1000->1500,20->30,0->50,200->250,200->250,2->3,0->1,RT
Sep,Week4,Year-1999,I,300->400,500->1000,20->30,0->50,200->250,200->250,2->3,0->1,RT
Sep,Week4,Year-1999,I,300->400,1000->1500,20->30,0->50,200->250,200->250,2->3,0->1,RT
Sep,Week5,Year-1999,A,300->400,1000->1500,20->30,0->50,200->250,200->250,2->3,0->1,RT
Sep,Week5,Year-1999,I,300->400,500->1000,20->30,0->50,200->250,200->250,1->2,0->1,RT
Sep,Week5,Year-1999,A,300->400,1000->1500,20->30,0->50,200->250,200->250,3->4,1->2,RT
Sep,Week5,Year-1999,A,100->200,0->500,10->20,0->50,100->150,150->200,1->2,0->1,SS
Oct,Week1,Year-1999,A,300->400,500->1000,20->30,0->50,200->250,200->250,2->3,0->1,RT
Oct,Week1,Year-1999,I,400->500,1000->1500,20->30,0->50,200->250,200->250,1->2,1->2,RT
Oct,Week1,Year-1999,A,200->300,500->1000,20->30,0->50,150->200,200->250,1->2,1->2,CH
Oct,Week1,Year-1999,A,200->300,0->500,10->20,0->50,150->200,150->200,3->4,0->1,CH
Oct,Week1,Year-1999,I,300->400,1000->1500,20->30,0->50,200->250,200->250,0->1,3->4,RT
Oct,Week1,Year-1999,A,200->300,500->1000,20->30,0->50,200->250,200->250,2->3,0->1,CH
Oct,Week1,Year-1999,I,300->400,1000->1500,20->30,0->50,200->250,200->250,3->4,0->1,RT
Oct,Week2,Year-1999,A,200->300,0->500,10->20,0->50,150->200,150->200,3->4,0->1,SS
Oct,Week2,Year-1999,I,100->200,0->500,10->20,0->50,150->200,150->200,3->4,0->1,SS
Oct,Week2,Year-1999,A,100->200,0->500,10->20,0->50,100->150,100->150,3->4,0->1,SS
Oct,Week2,Year-1999,I,300->400,1000->1500,20->30,0->50,200->250,200->250,2->3,0->1,RT
Oct,Week2,Year-1999,A,100->200,0->500,10->20,0->50,100->150,100->150,3->4,1->2,SS
Oct,Week2,Year-1999,I,300->400,500->1000,20->30,0->50,200->250,200->250,0->1,0->1,RT
